proxy_split,role,grouped_scene_id,subsequence_id,frame_id,frame_stem
proxy_0,source,8_station_altona_8,8_station_altona_8.1,85,8_station_altona_8.1__085_1631700817.600000017
proxy_0,source,8_station_altona_8,8_station_altona_8.1,86,8_station_altona_8.1__086_1631700817.700000026
proxy_0,source,8_station_altona_8,8_station_altona_8.1,87,8_station_altona_8.1__087_1631700817.800000003
proxy_0,source,8_station_altona_8,8_station_altona_8.1,88,8_station_altona_8.1__088_1631700817.900000012
proxy_0,source,8_station_altona_8,8_station_altona_8.1,89,8_station_altona_8.1__089_1631700818.000000022
proxy_0,source,8_station_altona_8,8_station_altona_8.1,90,8_station_altona_8.1__090_1631700818.100000006
proxy_0,source,8_station_altona_8,8_station_altona_8.1,91,8_station_altona_8.1__091_1631700818.200000021
proxy_0,source,8_station_altona_8,8_station_altona_8.1,92,8_station_altona_8.1__092_1631700818.300000005
proxy_0,source,8_station_altona_8,8_station_altona_8.1,93,8_station_altona_8.1__093_1631700818.400000020
proxy_0,source,8_station_altona_8,8_station_altona_8.1,94,8_station_altona_8.1__094_1631700818.500000004
proxy_0,source,8_station_altona_8,8_station_altona_8.1,95,8_station_altona_8.1__095_1631700818.600000019
proxy_0,source,8_station_altona_8,8_station_altona_8.1,96,8_station_altona_8.1__096_1631700818.700000003
proxy_0,source,8_station_altona_8,8_station_altona_8.1,97,8_station_altona_8.1__097_1631700818.800000018
proxy_0,source,8_station_altona_8,8_station_altona_8.1,98,8_station_altona_8.1__098_1631700818.900000001
proxy_0,source,8_station_altona_8,8_station_altona_8.1,99,8_station_altona_8.1__099_1631700819.000000011
proxy_0,source,8_station_altona_8,8_station_altona_8.2,110,8_station_altona_8.2__110_1631700820.100000005
proxy_0,source,8_station_altona_8,8_station_altona_8.2,111,8_station_altona_8.2__111_1631700820.200000008
proxy_0,source,8_station_altona_8,8_station_altona_8.2,112,8_station_altona_8.2__112_1631700820.300000012
proxy_0,source,8_station_altona_8,8_station_altona_8.2,113,8_station_altona_8.2__113_1631700820.400000016
proxy_0,source,8_station_altona_8,8_station_altona_8.2,114,8_station_altona_8.2__114_1631700820.500000020
proxy_0,source,8_station_altona_8,8_station_altona_8.2,115,8_station_altona_8.2__115_1631700820.600000023
proxy_0,source,8_station_altona_8,8_station_altona_8.2,116,8_station_altona_8.2__116_1631700820.700000027
proxy_0,source,8_station_altona_8,8_station_altona_8.2,117,8_station_altona_8.2__117_1631700820.800000031
proxy_0,source,8_station_altona_8,8_station_altona_8.2,118,8_station_altona_8.2__118_1631700820.900000003
proxy_0,source,8_station_altona_8,8_station_altona_8.2,119,8_station_altona_8.2__119_1631700821.000000005
proxy_0,source,8_station_altona_8,8_station_altona_8.2,120,8_station_altona_8.2__120_1631700821.100000005
proxy_0,source,8_station_altona_8,8_station_altona_8.2,121,8_station_altona_8.2__121_1631700821.200000006
proxy_0,source,8_station_altona_8,8_station_altona_8.2,122,8_station_altona_8.2__122_1631700821.300000006
proxy_0,source,8_station_altona_8,8_station_altona_8.2,123,8_station_altona_8.2__123_1631700821.400000006
proxy_0,source,8_station_altona_8,8_station_altona_8.2,124,8_station_altona_8.2__124_1631700821.500000007
proxy_0,source,8_station_altona_8,8_station_altona_8.2,125,8_station_altona_8.2__125_1631700821.600000007
proxy_0,source,8_station_altona_8,8_station_altona_8.2,126,8_station_altona_8.2__126_1631700821.700000007
proxy_0,source,8_station_altona_8,8_station_altona_8.2,127,8_station_altona_8.2__127_1631700821.800000008
proxy_0,source,8_station_altona_8,8_station_altona_8.2,128,8_station_altona_8.2__128_1631700821.900000008
proxy_0,source,8_station_altona_8,8_station_altona_8.2,129,8_station_altona_8.2__129_1631700822.000000012
proxy_0,source,8_station_altona_8,8_station_altona_8.2,130,8_station_altona_8.2__130_1631700822.100000020
proxy_0,source,8_station_altona_8,8_station_altona_8.2,131,8_station_altona_8.2__131_1631700822.200000029
proxy_0,source,8_station_altona_8,8_station_altona_8.2,132,8_station_altona_8.2__132_1631700822.300000005
proxy_0,source,8_station_altona_8,8_station_altona_8.2,133,8_station_altona_8.2__133_1631700822.400000013
proxy_0,source,8_station_altona_8,8_station_altona_8.2,134,8_station_altona_8.2__134_1631700822.500000022
proxy_0,source,8_station_altona_8,8_station_altona_8.2,135,8_station_altona_8.2__135_1631700822.600000030
proxy_0,source,8_station_altona_8,8_station_altona_8.2,136,8_station_altona_8.2__136_1631700822.700000007
proxy_0,source,8_station_altona_8,8_station_altona_8.2,137,8_station_altona_8.2__137_1631700822.800000015
proxy_0,source,8_station_altona_8,8_station_altona_8.2,138,8_station_altona_8.2__138_1631700822.900000023
proxy_0,source,8_station_altona_8,8_station_altona_8.2,139,8_station_altona_8.2__139_1631700823.000000005
proxy_0,source,8_station_altona_8,8_station_altona_8.2,140,8_station_altona_8.2__140_1631700823.100000026
proxy_0,source,8_station_altona_8,8_station_altona_8.2,141,8_station_altona_8.2__141_1631700823.200000015
proxy_0,source,8_station_altona_8,8_station_altona_8.2,142,8_station_altona_8.2__142_1631700823.300000003
proxy_0,source,8_station_altona_8,8_station_altona_8.2,143,8_station_altona_8.2__143_1631700823.400000024
proxy_0,source,8_station_altona_8,8_station_altona_8.2,144,8_station_altona_8.2__144_1631700823.500000013
proxy_0,source,8_station_altona_8,8_station_altona_8.2,145,8_station_altona_8.2__145_1631700823.600000001
proxy_0,source,8_station_altona_8,8_station_altona_8.2,146,8_station_altona_8.2__146_1631700823.700000022
proxy_0,source,8_station_altona_8,8_station_altona_8.2,147,8_station_altona_8.2__147_1631700823.800000011
proxy_0,source,8_station_altona_8,8_station_altona_8.2,148,8_station_altona_8.2__148_1631700823.900000031
proxy_0,source,8_station_altona_8,8_station_altona_8.2,149,8_station_altona_8.2__149_1631700824.000000014
proxy_0,source,8_station_altona_8,8_station_altona_8.2,150,8_station_altona_8.2__150_1631700824.100000023
proxy_0,source,8_station_altona_8,8_station_altona_8.2,151,8_station_altona_8.2__151_1631700824.200000031
proxy_0,source,8_station_altona_8,8_station_altona_8.2,152,8_station_altona_8.2__152_1631700824.300000007
proxy_0,source,8_station_altona_8,8_station_altona_8.2,153,8_station_altona_8.2__153_1631700824.400000015
proxy_0,source,8_station_altona_8,8_station_altona_8.2,154,8_station_altona_8.2__154_1631700824.500000024
proxy_0,source,8_station_altona_8,8_station_altona_8.2,155,8_station_altona_8.2__155_1631700824.600000000
proxy_0,source,8_station_altona_8,8_station_altona_8.2,156,8_station_altona_8.2__156_1631700824.700000008
proxy_0,source,8_station_altona_8,8_station_altona_8.2,157,8_station_altona_8.2__157_1631700824.800000016
proxy_0,source,8_station_altona_8,8_station_altona_8.2,158,8_station_altona_8.2__158_1631700824.900000025
proxy_0,source,8_station_altona_8,8_station_altona_8.2,159,8_station_altona_8.2__159_1631700825.000000006
proxy_0,source,8_station_altona_8,8_station_altona_8.2,160,8_station_altona_8.2__160_1631700825.100000024
proxy_0,source,8_station_altona_8,8_station_altona_8.2,161,8_station_altona_8.2__161_1631700825.200000010
proxy_0,source,8_station_altona_8,8_station_altona_8.2,162,8_station_altona_8.2__162_1631700825.300000028
proxy_0,source,8_station_altona_8,8_station_altona_8.2,163,8_station_altona_8.2__163_1631700825.400000014
proxy_0,source,8_station_altona_8,8_station_altona_8.2,164,8_station_altona_8.2__164_1631700825.500000000
proxy_0,source,8_station_altona_8,8_station_altona_8.2,165,8_station_altona_8.2__165_1631700825.600000018
proxy_0,source,8_station_altona_8,8_station_altona_8.2,166,8_station_altona_8.2__166_1631700825.700000004
proxy_0,source,8_station_altona_8,8_station_altona_8.2,167,8_station_altona_8.2__167_1631700825.800000022
proxy_0,source,8_station_altona_8,8_station_altona_8.2,168,8_station_altona_8.2__168_1631700825.900000008
proxy_0,source,8_station_altona_8,8_station_altona_8.2,169,8_station_altona_8.2__169_1631700826.000000026
proxy_0,source,8_station_altona_8,8_station_altona_8.2,170,8_station_altona_8.2__170_1631700826.100000011
proxy_0,source,8_station_altona_8,8_station_altona_8.2,171,8_station_altona_8.2__171_1631700826.200000029
proxy_0,source,8_station_altona_8,8_station_altona_8.2,172,8_station_altona_8.2__172_1631700826.300000014
proxy_0,source,8_station_altona_8,8_station_altona_8.2,173,8_station_altona_8.2__173_1631700826.400000000
proxy_0,source,8_station_altona_8,8_station_altona_8.2,174,8_station_altona_8.2__174_1631700826.500000018
proxy_0,source,8_station_altona_8,8_station_altona_8.2,175,8_station_altona_8.2__175_1631700826.600000003
proxy_0,source,8_station_altona_8,8_station_altona_8.2,176,8_station_altona_8.2__176_1631700826.700000021
proxy_0,source,8_station_altona_8,8_station_altona_8.2,177,8_station_altona_8.2__177_1631700826.800000006
proxy_0,source,8_station_altona_8,8_station_altona_8.2,178,8_station_altona_8.2__178_1631700826.900000024
proxy_0,source,8_station_altona_8,8_station_altona_8.2,179,8_station_altona_8.2__179_1631700827.000000005
proxy_0,source,8_station_altona_8,8_station_altona_8.2,180,8_station_altona_8.2__180_1631700827.100000014
proxy_0,source,8_station_altona_8,8_station_altona_8.2,181,8_station_altona_8.2__181_1631700827.200000022
proxy_0,source,8_station_altona_8,8_station_altona_8.2,182,8_station_altona_8.2__182_1631700827.300000031
proxy_0,source,8_station_altona_8,8_station_altona_8.2,183,8_station_altona_8.2__183_1631700827.400000008
proxy_0,source,8_station_altona_8,8_station_altona_8.2,184,8_station_altona_8.2__184_1631700827.500000017
proxy_0,source,8_station_altona_8,8_station_altona_8.2,185,8_station_altona_8.2__185_1631700827.600000026
proxy_0,source,8_station_altona_8,8_station_altona_8.2,186,8_station_altona_8.2__186_1631700827.700000002
proxy_0,source,8_station_altona_8,8_station_altona_8.2,187,8_station_altona_8.2__187_1631700827.800000011
proxy_0,source,8_station_altona_8,8_station_altona_8.2,188,8_station_altona_8.2__188_1631700827.900000020
proxy_0,source,8_station_altona_8,8_station_altona_8.2,189,8_station_altona_8.2__189_1631700828.000000031
proxy_0,source,8_station_altona_8,8_station_altona_8.2,190,8_station_altona_8.2__190_1631700828.100000011
proxy_0,source,8_station_altona_8,8_station_altona_8.2,191,8_station_altona_8.2__191_1631700828.200000023
proxy_0,source,8_station_altona_8,8_station_altona_8.2,192,8_station_altona_8.2__192_1631700828.300000003
proxy_0,source,8_station_altona_8,8_station_altona_8.2,193,8_station_altona_8.2__193_1631700828.400000015
proxy_0,source,8_station_altona_8,8_station_altona_8.2,194,8_station_altona_8.2__194_1631700828.500000028
proxy_0,source,8_station_altona_8,8_station_altona_8.2,195,8_station_altona_8.2__195_1631700828.600000008
proxy_0,source,8_station_altona_8,8_station_altona_8.2,196,8_station_altona_8.2__196_1631700828.700000020
proxy_0,source,8_station_altona_8,8_station_altona_8.2,197,8_station_altona_8.2__197_1631700828.800000000
proxy_0,source,8_station_altona_8,8_station_altona_8.2,198,8_station_altona_8.2__198_1631700828.900000012
proxy_0,source,8_station_altona_8,8_station_altona_8.2,199,8_station_altona_8.2__199_1631700829.000000027
proxy_0,source,8_station_altona_8,8_station_altona_8.2,200,8_station_altona_8.2__200_1631700829.100000011
proxy_0,source,8_station_altona_8,8_station_altona_8.2,201,8_station_altona_8.2__201_1631700829.200000027
proxy_0,source,8_station_altona_8,8_station_altona_8.2,202,8_station_altona_8.2__202_1631700829.300000012
proxy_0,source,8_station_altona_8,8_station_altona_8.2,203,8_station_altona_8.2__203_1631700829.400000028
proxy_0,source,8_station_altona_8,8_station_altona_8.2,204,8_station_altona_8.2__204_1631700829.500000012
proxy_0,source,8_station_altona_8,8_station_altona_8.2,205,8_station_altona_8.2__205_1631700829.600000028
proxy_0,source,8_station_altona_8,8_station_altona_8.2,206,8_station_altona_8.2__206_1631700829.700000012
proxy_0,source,8_station_altona_8,8_station_altona_8.2,207,8_station_altona_8.2__207_1631700829.800000029
proxy_0,source,8_station_altona_8,8_station_altona_8.2,208,8_station_altona_8.2__208_1631700829.900000013
proxy_0,source,8_station_altona_8,8_station_altona_8.2,209,8_station_altona_8.2__209_1631700830.000000024
proxy_0,source,8_station_altona_8,8_station_altona_8.3,696,8_station_altona_8.3__696_1631700878.700000014
proxy_0,source,8_station_altona_8,8_station_altona_8.3,697,8_station_altona_8.3__697_1631700878.800000021
proxy_0,source,8_station_altona_8,8_station_altona_8.3,698,8_station_altona_8.3__698_1631700878.900000027
proxy_0,source,8_station_altona_8,8_station_altona_8.3,699,8_station_altona_8.3__699_1631700879.000000002
proxy_0,source,8_station_altona_8,8_station_altona_8.3,700,8_station_altona_8.3__700_1631700879.100000008
proxy_0,source,8_station_altona_8,8_station_altona_8.3,701,8_station_altona_8.3__701_1631700879.200000015
proxy_0,source,8_station_altona_8,8_station_altona_8.3,702,8_station_altona_8.3__702_1631700879.300000022
proxy_0,source,8_station_altona_8,8_station_altona_8.3,703,8_station_altona_8.3__703_1631700879.400000028
proxy_0,source,8_station_altona_8,8_station_altona_8.3,704,8_station_altona_8.3__704_1631700879.500000003
proxy_0,source,8_station_altona_8,8_station_altona_8.3,705,8_station_altona_8.3__705_1631700879.600000009
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,0,12_vegetation_steady_12.1__000_1631177220.100000031
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,1,12_vegetation_steady_12.1__001_1631177220.200000004
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,10,12_vegetation_steady_12.1__010_1631177221.100000023
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,11,12_vegetation_steady_12.1__011_1631177221.200000025
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,12,12_vegetation_steady_12.1__012_1631177221.300000028
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,13,12_vegetation_steady_12.1__013_1631177221.400000030
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,14,12_vegetation_steady_12.1__014_1631177221.500000001
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,15,12_vegetation_steady_12.1__015_1631177221.600000003
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,16,12_vegetation_steady_12.1__016_1631177221.700000006
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,17,12_vegetation_steady_12.1__017_1631177221.800000008
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,18,12_vegetation_steady_12.1__018_1631177221.900000011
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,19,12_vegetation_steady_12.1__019_1631177222.000000013
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,2,12_vegetation_steady_12.1__002_1631177220.300000010
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,20,12_vegetation_steady_12.1__020_1631177222.100000021
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,21,12_vegetation_steady_12.1__021_1631177222.200000031
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,22,12_vegetation_steady_12.1__022_1631177222.300000008
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,23,12_vegetation_steady_12.1__023_1631177222.400000018
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,24,12_vegetation_steady_12.1__024_1631177222.500000028
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,25,12_vegetation_steady_12.1__025_1631177222.600000005
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,26,12_vegetation_steady_12.1__026_1631177222.700000015
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,27,12_vegetation_steady_12.1__027_1631177222.800000025
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,28,12_vegetation_steady_12.1__028_1631177222.900000002
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,29,12_vegetation_steady_12.1__029_1631177223.000000012
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,3,12_vegetation_steady_12.1__003_1631177220.400000016
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,30,12_vegetation_steady_12.1__030_1631177223.100000026
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,31,12_vegetation_steady_12.1__031_1631177223.200000008
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,32,12_vegetation_steady_12.1__032_1631177223.300000023
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,33,12_vegetation_steady_12.1__033_1631177223.400000006
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,34,12_vegetation_steady_12.1__034_1631177223.500000021
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,35,12_vegetation_steady_12.1__035_1631177223.600000003
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,36,12_vegetation_steady_12.1__036_1631177223.700000018
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,37,12_vegetation_steady_12.1__037_1631177223.800000001
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,38,12_vegetation_steady_12.1__038_1631177223.900000015
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,39,12_vegetation_steady_12.1__039_1631177224.000000030
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,4,12_vegetation_steady_12.1__004_1631177220.500000022
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,40,12_vegetation_steady_12.1__040_1631177224.100000010
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,41,12_vegetation_steady_12.1__041_1631177224.200000020
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,42,12_vegetation_steady_12.1__042_1631177224.300000031
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,43,12_vegetation_steady_12.1__043_1631177224.400000010
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,44,12_vegetation_steady_12.1__044_1631177224.500000021
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,45,12_vegetation_steady_12.1__045_1631177224.600000000
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,46,12_vegetation_steady_12.1__046_1631177224.700000010
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,47,12_vegetation_steady_12.1__047_1631177224.800000021
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,48,12_vegetation_steady_12.1__048_1631177224.900000000
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,49,12_vegetation_steady_12.1__049_1631177225.000000011
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,5,12_vegetation_steady_12.1__005_1631177220.600000028
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,50,12_vegetation_steady_12.1__050_1631177225.100000031
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,51,12_vegetation_steady_12.1__051_1631177225.200000021
proxy_0,source,12_vegetation_steady_12,12_vegetation_steady_12.1,52,12_vegetation_steady_12.1__052_1631177225.300000010
