ID,image_name,image_path,split,image_width,image_height,original_dataset,original_scene,original_camera,original_frame_id,original_frame_name
34,img_034_train.png,images/train/img_034_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,960,frame_0960.png
35,img_035_train.png,images/train/img_035_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,998,frame_0998.png
36,img_036_train.png,images/train/img_036_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1082,frame_1082.png
37,img_037_train.png,images/train/img_037_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1085,frame_1085.png
38,img_038_train.png,images/train/img_038_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1087,frame_1087.png
39,img_039_train.png,images/train/img_039_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1103,frame_1103.png
40,img_040_train.png,images/train/img_040_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1105,frame_1105.png
41,img_041_train.png,images/train/img_041_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1120,frame_1120.png
42,img_042_train.png,images/train/img_042_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1216,frame_1216.png
43,img_043_train.png,images/train/img_043_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1250,frame_1250.png
44,img_044_train.png,images/train/img_044_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1406,frame_1406.png
45,img_045_train.png,images/train/img_045_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1418,frame_1418.png
46,img_046_train.png,images/train/img_046_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1459,frame_1459.png
47,img_047_train.png,images/train/img_047_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1471,frame_1471.png
48,img_048_train.png,images/train/img_048_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1510,frame_1510.png
49,img_049_train.png,images/train/img_049_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1542,frame_1542.png
50,img_050_train.png,images/train/img_050_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1588,frame_1588.png
51,img_051_train.png,images/train/img_051_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1649,frame_1649.png
52,img_052_train.png,images/train/img_052_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1657,frame_1657.png
53,img_053_train.png,images/train/img_053_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1701,frame_1701.png
54,img_054_train.png,images/train/img_054_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1708,frame_1708.png
55,img_055_train.png,images/train/img_055_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1711,frame_1711.png
56,img_056_train.png,images/train/img_056_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1726,frame_1726.png
57,img_057_train.png,images/train/img_057_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1823,frame_1823.png
58,img_058_train.png,images/train/img_058_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1834,frame_1834.png
59,img_059_train.png,images/train/img_059_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1859,frame_1859.png
60,img_060_train.png,images/train/img_060_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1873,frame_1873.png
61,img_061_train.png,images/train/img_061_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1901,frame_1901.png
62,img_062_train.png,images/train/img_062_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,1942,frame_1942.png
63,img_063_train.png,images/train/img_063_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2146,frame_2146.png
64,img_064_train.png,images/train/img_064_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2155,frame_2155.png
65,img_065_train.png,images/train/img_065_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2218,frame_2218.png
66,img_066_train.png,images/train/img_066_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2276,frame_2276.png
67,img_067_train.png,images/train/img_067_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2333,frame_2333.png
68,img_068_train.png,images/train/img_068_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2343,frame_2343.png
69,img_069_train.png,images/train/img_069_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2355,frame_2355.png
70,img_070_train.png,images/train/img_070_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2367,frame_2367.png
71,img_071_train.png,images/train/img_071_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2394,frame_2394.png
72,img_072_train.png,images/train/img_072_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2427,frame_2427.png
73,img_073_train.png,images/train/img_073_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2454,frame_2454.png
74,img_074_train.png,images/train/img_074_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2786,frame_2786.png
75,img_075_train.png,images/train/img_075_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,2926,frame_2926.png
76,img_076_train.png,images/train/img_076_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3028,frame_3028.png
77,img_077_train.png,images/train/img_077_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3058,frame_3058.png
78,img_078_train.png,images/train/img_078_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3061,frame_3061.png
79,img_079_train.png,images/train/img_079_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3062,frame_3062.png
80,img_080_train.png,images/train/img_080_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3074,frame_3074.png
81,img_081_train.png,images/train/img_081_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3115,frame_3115.png
82,img_082_train.png,images/train/img_082_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3217,frame_3217.png
83,img_083_train.png,images/train/img_083_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3255,frame_3255.png
84,img_084_train.png,images/train/img_084_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3266,frame_3266.png
85,img_085_train.png,images/train/img_085_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3279,frame_3279.png
86,img_086_train.png,images/train/img_086_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3407,frame_3407.png
87,img_087_train.png,images/train/img_087_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3409,frame_3409.png
88,img_088_train.png,images/train/img_088_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3487,frame_3487.png
89,img_089_train.png,images/train/img_089_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3549,frame_3549.png
90,img_090_train.png,images/train/img_090_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3618,frame_3618.png
91,img_091_train.png,images/train/img_091_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3751,frame_3751.png
92,img_092_train.png,images/train/img_092_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3826,frame_3826.png
93,img_093_train.png,images/train/img_093_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3831,frame_3831.png
94,img_094_train.png,images/train/img_094_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3835,frame_3835.png
95,img_095_train.png,images/train/img_095_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3839,frame_3839.png
96,img_096_train.png,images/train/img_096_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3850,frame_3850.png
97,img_097_train.png,images/train/img_097_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3859,frame_3859.png
98,img_098_train.png,images/train/img_098_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3871,frame_3871.png
99,img_099_train.png,images/train/img_099_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3879,frame_3879.png
100,img_100_train.png,images/train/img_100_train.png,train,3840,2160,Biederitz_Leipzig,scene_01,center,3893,frame_3893.png
101,img_101_train.png,images/train/img_101_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,24,frame_024.png
102,img_102_train.png,images/train/img_102_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,37,frame_037.png
103,img_103_train.png,images/train/img_103_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,45,frame_045.png
104,img_104_train.png,images/train/img_104_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,52,frame_052.png
105,img_105_train.png,images/train/img_105_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,54,frame_054.png
106,img_106_train.png,images/train/img_106_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,64,frame_064.png
107,img_107_train.png,images/train/img_107_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,70,frame_070.png
108,img_108_train.png,images/train/img_108_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,92,frame_092.png
109,img_109_train.png,images/train/img_109_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,113,frame_113.png
110,img_110_train.png,images/train/img_110_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,141,frame_141.png
111,img_111_train.png,images/train/img_111_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,145,frame_145.png
112,img_112_train.png,images/train/img_112_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,151,frame_151.png
113,img_113_train.png,images/train/img_113_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,161,frame_161.png
114,img_114_train.png,images/train/img_114_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,166,frame_166.png
115,img_115_train.png,images/train/img_115_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,202,frame_202.png
116,img_116_train.png,images/train/img_116_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,244,frame_244.png
117,img_117_train.png,images/train/img_117_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,264,frame_264.png
118,img_118_train.png,images/train/img_118_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,396,frame_396.png
119,img_119_train.png,images/train/img_119_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,442,frame_442.png
120,img_120_train.png,images/train/img_120_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,461,frame_461.png
121,img_121_train.png,images/train/img_121_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,536,frame_536.png
122,img_122_train.png,images/train/img_122_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,595,frame_595.png
123,img_123_train.png,images/train/img_123_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,629,frame_629.png
124,img_124_train.png,images/train/img_124_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,692,frame_692.png
125,img_125_train.png,images/train/img_125_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,705,frame_705.png
126,img_126_train.png,images/train/img_126_train.png,train,1920,1080,Dreiseenbahn,scene_01,center,876,frame_876.png
127,img_127_train.png,images/train/img_127_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,0,frame_000.png
128,img_128_train.png,images/train/img_128_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,34,frame_001.png
129,img_129_train.png,images/train/img_129_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,41,frame_002.png
130,img_130_train.png,images/train/img_130_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,55,frame_003.png
131,img_131_train.png,images/train/img_131_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,97,frame_004.png
132,img_132_train.png,images/train/img_132_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,111,frame_005.png
133,img_133_train.png,images/train/img_133_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,122,frame_006.png
134,img_134_train.png,images/train/img_134_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,132,frame_007.png
135,img_135_train.png,images/train/img_135_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,145,frame_008.png
136,img_136_train.png,images/train/img_136_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,167,frame_009.png
137,img_137_train.png,images/train/img_137_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,181,frame_010.png
138,img_138_train.png,images/train/img_138_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,185,frame_011.png
139,img_139_train.png,images/train/img_139_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,189,frame_012.png
140,img_140_train.png,images/train/img_140_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,193,frame_013.png
141,img_141_train.png,images/train/img_141_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,194,frame_014.png
142,img_142_train.png,images/train/img_142_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,211,frame_015.png
143,img_143_train.png,images/train/img_143_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,217,frame_016.png
144,img_144_train.png,images/train/img_144_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,224,frame_017.png
145,img_145_train.png,images/train/img_145_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,231,frame_018.png
146,img_146_train.png,images/train/img_146_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,239,frame_019.png
147,img_147_train.png,images/train/img_147_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,241,frame_020.png
148,img_148_train.png,images/train/img_148_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,252,frame_021.png
149,img_149_train.png,images/train/img_149_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,256,frame_022.png
150,img_150_train.png,images/train/img_150_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,260,frame_023.png
151,img_151_train.png,images/train/img_151_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,267,frame_024.png
152,img_152_train.png,images/train/img_152_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,268,frame_025.png
153,img_153_train.png,images/train/img_153_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,275,frame_026.png
154,img_154_train.png,images/train/img_154_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,279,frame_027.png
155,img_155_train.png,images/train/img_155_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,286,frame_028.png
156,img_156_train.png,images/train/img_156_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,297,frame_029.png
157,img_157_train.png,images/train/img_157_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,300,frame_030.png
158,img_158_train.png,images/train/img_158_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,313,frame_031.png
159,img_159_train.png,images/train/img_159_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,327,frame_032.png
160,img_160_train.png,images/train/img_160_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,332,frame_033.png
161,img_161_train.png,images/train/img_161_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,355,frame_037.png
162,img_162_train.png,images/train/img_162_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,362,frame_038.png
163,img_163_train.png,images/train/img_163_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,368,frame_039.png
164,img_164_train.png,images/train/img_164_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,378,frame_040.png
165,img_165_train.png,images/train/img_165_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,385,frame_041.png
166,img_166_train.png,images/train/img_166_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,402,frame_042.png
167,img_167_train.png,images/train/img_167_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,408,frame_043.png
168,img_168_train.png,images/train/img_168_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,409,frame_044.png
169,img_169_train.png,images/train/img_169_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,414,frame_045.png
170,img_170_train.png,images/train/img_170_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,415,frame_046.png
171,img_171_train.png,images/train/img_171_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,417,frame_047.png
172,img_172_train.png,images/train/img_172_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,422,frame_048.png
173,img_173_train.png,images/train/img_173_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,423,frame_049.png
174,img_174_train.png,images/train/img_174_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,426,frame_050.png
175,img_175_train.png,images/train/img_175_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,434,frame_051.png
176,img_176_train.png,images/train/img_176_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,436,frame_052.png
177,img_177_train.png,images/train/img_177_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,437,frame_053.png
178,img_178_train.png,images/train/img_178_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,444,frame_054.png
179,img_179_train.png,images/train/img_179_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,453,frame_055.png
180,img_180_train.png,images/train/img_180_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,457,frame_056.png
181,img_181_train.png,images/train/img_181_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,461,frame_057.png
182,img_182_train.png,images/train/img_182_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,469,frame_058.png
183,img_183_train.png,images/train/img_183_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,470,frame_059.png
184,img_184_train.png,images/train/img_184_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,479,frame_060.png
185,img_185_train.png,images/train/img_185_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,517,frame_061.png
186,img_186_train.png,images/train/img_186_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,522,frame_062.png
187,img_187_train.png,images/train/img_187_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,523,frame_063.png
188,img_188_train.png,images/train/img_188_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,535,frame_064.png
189,img_189_train.png,images/train/img_189_train.png,train,4112,2504,GAF,25-09-15–2021-12-01_13-52-27,center,538,frame_065.png
190,img_190_train.png,images/train/img_190_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,0,frame_149.png
191,img_191_train.png,images/train/img_191_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,10,frame_150.png
192,img_192_train.png,images/train/img_192_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,21,frame_151.png
193,img_193_train.png,images/train/img_193_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,28,frame_152.png
194,img_194_train.png,images/train/img_194_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,39,frame_153.png
195,img_195_train.png,images/train/img_195_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,51,frame_154.png
196,img_196_train.png,images/train/img_196_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,52,frame_155.png
197,img_197_train.png,images/train/img_197_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,56,frame_156.png
198,img_198_train.png,images/train/img_198_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,57,frame_157.png
199,img_199_train.png,images/train/img_199_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,64,frame_158.png
200,img_200_train.png,images/train/img_200_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,70,frame_159.png
201,img_201_train.png,images/train/img_201_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,73,frame_160.png
202,img_202_train.png,images/train/img_202_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,77,frame_161.png
203,img_203_train.png,images/train/img_203_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,85,frame_162.png
204,img_204_train.png,images/train/img_204_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,96,frame_163.png
205,img_205_train.png,images/train/img_205_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,105,frame_164.png
206,img_206_train.png,images/train/img_206_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,110,frame_165.png
207,img_207_train.png,images/train/img_207_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,118,frame_166.png
208,img_208_train.png,images/train/img_208_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,124,frame_167.png
209,img_209_train.png,images/train/img_209_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,132,frame_168.png
210,img_210_train.png,images/train/img_210_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,141,frame_169.png
211,img_211_train.png,images/train/img_211_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,152,frame_170.png
212,img_212_train.png,images/train/img_212_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,157,frame_171.png
213,img_213_train.png,images/train/img_213_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,164,frame_172.png
214,img_214_train.png,images/train/img_214_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,165,frame_173.png
215,img_215_train.png,images/train/img_215_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,176,frame_174.png
216,img_216_train.png,images/train/img_216_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_09-38-33,center,185,frame_175.png
217,img_217_train.png,images/train/img_217_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_10-56-45,center,0,frame_176.png
218,img_218_train.png,images/train/img_218_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_10-56-45,center,17,frame_177.png
219,img_219_train.png,images/train/img_219_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_10-56-45,center,31,frame_178.png
220,img_220_train.png,images/train/img_220_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_10-56-45,center,40,frame_179.png
221,img_221_train.png,images/train/img_221_train.png,train,4112,2504,GAF,25-09-19–2021-12-01_10-56-45,center,49,frame_180.png
222,img_222_train.png,images/train/img_222_train.png,train,4112,2504,GAF,25-09-22–2021-12-01_10-55-14,center,0,frame_181.png
223,img_223_train.png,images/train/img_223_train.png,train,3840,2160,GED_Berlin,scene_01,center,26,frame_26.png
224,img_224_train.png,images/train/img_224_train.png,train,3840,2160,GED_Berlin,scene_01,center,37,frame_37.png
225,img_225_train.png,images/train/img_225_train.png,train,3840,2160,GED_Berlin,scene_01,center,50,frame_50.png
226,img_226_train.png,images/train/img_226_train.png,train,3840,2160,GED_Berlin,scene_01,center,66,frame_66.png
227,img_227_train.png,images/train/img_227_train.png,train,3840,2160,GED_Berlin,scene_01,center,98,frame_98.png
228,img_228_train.png,images/train/img_228_train.png,train,3840,2160,GED_Berlin,scene_01,center,101,frame_101.png
